order_date,product,category,quantity,total_sales,unit_price,channel,payment_mode,event_type,store,city
2026-04-07,Papad,Sides,1,31.5,30,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Naan,Breads,1,47.25,45,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Naan,Breads,1,47.25,45,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Chicken Biryani,Biryani,1,273.0,260,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Chicken Biryani,Biryani,3,819.0,260,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Garlic Naan,Breads,1,51.98,55,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Paneer Butter Masala,Main Course,2,411.6,280,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Garlic Naan,Breads,1,57.75,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Garlic Naan,Breads,1,57.75,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Garlic Naan,Breads,1,46.2,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Samosa (2pc),Starters,1,63.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Coke,Beverages,3,170.1,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Gulab Jamun (2pc),Desserts,2,151.2,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Tandoori Roti,Breads,2,63.0,30,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Paneer Butter Masala,Main Course,1,294.0,280,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Chicken,Main Course,1,336.0,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Samosa (2pc),Starters,3,189.0,60,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Mutton Biryani,Biryani,2,714.0,340,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Chicken 65,Starters,2,504.0,240,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Naan,Breads,3,141.75,45,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Chicken 65,Starters,1,226.8,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Chicken Biryani,Biryani,3,819.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Naan,Breads,1,47.25,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Mutton Biryani,Biryani,2,571.2,340,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Chicken Biryani,Biryani,2,382.2,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Veg Biryani,Biryani,1,198.45,210,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Veg Biryani,Biryani,1,220.5,210,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Coke,Beverages,1,63.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Paneer Tikka,Starters,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Chicken 65,Starters,1,252.0,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Chicken,Main Course,1,336.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Masala Chai,Beverages,1,42.0,40,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Naan,Breads,1,47.25,45,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Masala Chai,Beverages,1,42.0,40,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Mango Lassi,Beverages,1,94.5,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Paneer Butter Masala,Main Course,1,294.0,280,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Butter Naan,Breads,1,47.25,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Rasmalai (2pc),Desserts,2,184.8,110,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Paneer Tikka,Starters,1,191.1,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Samosa (2pc),Starters,1,50.4,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Coke,Beverages,1,56.7,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Samosa (2pc),Starters,1,56.7,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Coke,Beverages,1,63.0,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Garlic Naan,Breads,1,57.75,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-07,Samosa (2pc),Starters,3,189.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Samosa (2pc),Starters,2,88.2,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Masala Chai,Beverages,3,126.0,40,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Gulab Jamun (2pc),Desserts,1,94.5,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Garlic Naan,Breads,2,92.4,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Paneer Butter Masala,Main Course,1,294.0,280,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Naan,Breads,1,47.25,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Mutton Biryani,Biryani,2,714.0,340,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Tandoori Roti,Breads,2,50.4,30,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Mango Lassi,Beverages,1,94.5,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Naan,Breads,1,33.08,45,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Rasmalai (2pc),Desserts,2,231.0,110,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Tandoori Roti,Breads,1,31.5,30,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Tandoori Roti,Breads,1,31.5,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,1,302.4,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Tandoori Roti,Breads,2,63.0,30,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Garlic Naan,Breads,3,138.6,55,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,1,336.0,320,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Veg Biryani,Biryani,1,176.4,210,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Coke,Beverages,1,63.0,60,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,2,672.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Masala Chai,Beverages,2,84.0,40,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Paneer Tikka,Starters,1,218.4,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Paneer Butter Masala,Main Course,1,294.0,280,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Mutton Biryani,Biryani,1,321.3,340,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Chicken Biryani,Biryani,1,273.0,260,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Coke,Beverages,2,88.2,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Paneer Butter Masala,Main Course,3,882.0,280,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Masala Chai,Beverages,3,126.0,40,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Coke,Beverages,1,63.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,2,672.0,320,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Garlic Naan,Breads,1,57.75,55,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Chicken Biryani,Biryani,1,273.0,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Mango Lassi,Beverages,1,94.5,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,1,336.0,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Mango Lassi,Beverages,1,94.5,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Garlic Naan,Breads,2,115.5,55,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Samosa (2pc),Starters,1,44.1,60,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Chicken 65,Starters,1,201.6,240,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Dal Makhani,Main Course,1,231.0,220,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Chicken Biryani,Biryani,1,273.0,260,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Gulab Jamun (2pc),Desserts,1,94.5,90,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,1,336.0,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Samosa (2pc),Starters,1,63.0,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Mango Lassi,Beverages,1,75.6,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Naan,Breads,1,47.25,45,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Veg Biryani,Biryani,2,441.0,210,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,2,470.4,320,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Butter Chicken,Main Course,-1,-302.4,320,Swiggy,Card,Refund,Spice Route Kitchen,Kolkata
2026-04-08,Butter Naan,Breads,1,47.25,45,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Garlic Naan,Breads,-2,-115.5,55,Swiggy,Card,Refund,Spice Route Kitchen,Kolkata
2026-04-08,Dal Makhani,Main Course,1,231.0,220,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Garlic Naan,Breads,1,57.75,55,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Masala Chai,Beverages,1,33.6,40,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Paneer Tikka,Starters,1,273.0,260,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-08,Veg Biryani,Biryani,1,220.5,210,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Garlic Naan,Breads,2,115.5,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Coke,Beverages,2,126.0,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Gulab Jamun (2pc),Desserts,1,94.5,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Naan,Breads,2,94.5,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Mango Lassi,Beverages,1,94.5,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Chicken,Main Course,2,672.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Mango Lassi,Beverages,1,94.5,90,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Garlic Naan,Breads,3,173.25,55,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Masala Chai,Beverages,1,42.0,40,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Seekh Kebab,Starters,2,529.2,280,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Sweet Lassi,Beverages,1,84.0,80,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Chicken,Main Course,2,537.6,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Dal Makhani,Main Course,1,231.0,220,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Papad,Sides,1,31.5,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Naan,Breads,-2,-94.5,45,Swiggy,Card,Refund,Spice Route Kitchen,Kolkata
2026-04-09,Mango Lassi,Beverages,1,94.5,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Chicken,Main Course,-1,-336.0,320,Swiggy,Card,Refund,Spice Route Kitchen,Kolkata
2026-04-09,Butter Naan,Breads,2,94.5,45,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Dal Makhani,Main Course,1,231.0,220,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken 65,Starters,1,176.4,240,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Chicken,Main Course,2,672.0,320,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Naan,Breads,2,94.5,45,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken 65,Starters,3,756.0,240,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Mango Lassi,Beverages,1,85.05,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken 65,Starters,1,252.0,240,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Masala Chai,Beverages,2,75.6,40,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Naan,Breads,1,47.25,45,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Garlic Naan,Breads,1,51.98,55,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Samosa (2pc),Starters,1,63.0,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Masala Chai,Beverages,1,42.0,40,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken 65,Starters,-2,-504.0,240,Swiggy,Card,Refund,Spice Route Kitchen,Kolkata
2026-04-09,Veg Biryani,Biryani,2,441.0,210,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Party Order - Custom,Uncategorized,1,2625.0,2500,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Coke,Beverages,2,126.0,60,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Mango Lassi,Beverages,1,94.5,90,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Dal Makhani,Main Course,2,369.6,220,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Mango Lassi,Beverages,1,94.5,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Mango Lassi,Beverages,2,189.0,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Samosa (2pc),Starters,1,63.0,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Samosa (2pc),Starters,1,63.0,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Coke,Beverages,1,56.7,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Samosa (2pc),Starters,1,50.4,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Tandoori Roti,Breads,1,31.5,30,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Coke,Beverages,1,63.0,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken 65,Starters,2,352.8,240,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Naan,Breads,1,47.25,45,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken Biryani,Biryani,1,273.0,260,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken Biryani,Biryani,3,819.0,260,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Seekh Kebab,Starters,2,588.0,280,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Sweet Lassi,Beverages,1,84.0,80,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Coke,Beverages,2,100.8,60,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Coke,Beverages,2,126.0,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Veg Biryani,Biryani,1,220.5,210,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Seekh Kebab,Starters,1,294.0,280,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Masala Chai,Beverages,1,42.0,40,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Chicken,Main Course,2,672.0,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken 65,Starters,1,226.8,240,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Butter Chicken,Main Course,1,336.0,320,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken Biryani,Biryani,1,273.0,260,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Sweet Lassi,Beverages,3,226.8,80,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Gulab Jamun (2pc),Desserts,2,189.0,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Chicken 65,Starters,1,252.0,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Veg Biryani,Biryani,3,661.5,210,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-09,Paneer Butter Masala,Main Course,1,264.6,280,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Masala Chai,Beverages,1,42.0,40,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Papad,Sides,3,94.5,30,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Dal Makhani,Main Course,2,462.0,220,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken 65,Starters,1,252.0,240,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Seekh Kebab,Starters,2,588.0,280,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Tandoori Roti,Breads,1,31.5,30,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Masala Chai,Beverages,2,75.6,40,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Garlic Naan,Breads,2,115.5,55,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Garlic Naan,Breads,1,57.75,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Gulab Jamun (2pc),Desserts,2,189.0,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Gulab Jamun (2pc),Desserts,1,94.5,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Rasmalai (2pc),Desserts,2,231.0,110,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Seekh Kebab,Starters,1,294.0,280,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Rasmalai (2pc),Desserts,1,115.5,110,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Mango Lassi,Beverages,2,189.0,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,1,47.25,45,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken Biryani,Biryani,1,273.0,260,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Rasmalai (2pc),Desserts,2,231.0,110,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Chicken,Main Course,3,1008.0,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Chicken,Main Course,2,672.0,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Masala Chai,Beverages,1,42.0,40,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Masala Chai,Beverages,1,42.0,40,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Butter Masala,Main Course,1,294.0,280,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken Biryani,Biryani,1,273.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,2,85.05,45,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Mutton Biryani,Biryani,3,1071.0,340,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Masala Chai,Beverages,3,126.0,40,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Mango Lassi,Beverages,1,94.5,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Veg Biryani,Biryani,2,396.9,210,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken 65,Starters,2,504.0,240,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken 65,Starters,1,252.0,240,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Butter Masala,Main Course,3,882.0,280,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Garlic Naan,Breads,3,173.25,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Tandoori Roti,Breads,3,94.5,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Samosa (2pc),Starters,2,126.0,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,1,47.25,45,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken Biryani,Biryani,2,546.0,260,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Butter Masala,Main Course,2,588.0,280,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Butter Masala,Main Course,2,529.2,280,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Chicken,Main Course,2,470.4,320,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Garlic Naan,Breads,1,51.98,55,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,1,47.25,45,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Garlic Naan,Breads,2,115.5,55,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Gulab Jamun (2pc),Desserts,1,94.5,90,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Tandoori Roti,Breads,2,63.0,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,2,75.6,45,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken 65,Starters,1,252.0,240,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,1,47.25,45,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Dal Makhani,Main Course,1,207.9,220,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,1,33.08,45,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,1,47.25,45,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken Biryani,Biryani,1,218.4,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Tikka,Starters,2,491.4,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Mango Lassi,Beverages,3,283.5,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Mango Lassi,Beverages,3,198.45,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Gulab Jamun (2pc),Desserts,1,94.5,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Samosa (2pc),Starters,1,50.4,60,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Sweet Lassi,Beverages,3,226.8,80,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Veg Biryani,Biryani,1,220.5,210,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Veg Biryani,Biryani,1,220.5,210,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Chicken,Main Course,2,672.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Masala Chai,Beverages,2,84.0,40,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken 65,Starters,1,252.0,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken Biryani,Biryani,1,273.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Veg Biryani,Biryani,2,441.0,210,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Coke,Beverages,1,63.0,60,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Tikka,Starters,1,273.0,260,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken Biryani,Biryani,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Papad,Sides,1,31.5,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Chicken,Main Course,1,302.4,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Samosa (2pc),Starters,2,126.0,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Tikka,Starters,1,273.0,260,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Mango Lassi,Beverages,2,189.0,90,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Tandoori Roti,Breads,1,31.5,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Butter Naan,Breads,1,33.08,45,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Paneer Butter Masala,Main Course,1,235.2,280,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Chicken Biryani,Biryani,2,491.4,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Tandoori Roti,Breads,1,31.5,30,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Rasmalai (2pc),Desserts,1,115.5,110,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-10,Mango Lassi,Beverages,1,94.5,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
