order_date,product,category,quantity,total_sales,unit_price,channel,payment_mode,event_type,store,city,discount
2026-06-06,12pc Boneless Chicken,Fried Chicken,1,27.39,24.9,DoorDash Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Coke,Beverages,1,3.85,3.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Yangnyeom Chicken,Fried Chicken,1,28.6,26.0,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Coke,Beverages,1,3.27,3.5,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,TK Boneless Chicken,Fried Chicken,1,25.08,28.5,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Corn Cheese,Sides,2,21.78,9.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,1,27.39,24.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,3,82.17,24.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,1,27.39,24.9,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Bibimbap,Rice Bowls,1,19.25,17.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Sprite,Beverages,1,3.85,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Tteokbokki,Sides,1,13.75,12.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Spicy Pork Bowl,Rice Bowls,2,41.58,18.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Fries,Sides,1,6.43,6.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,TK Boneless Chicken,Fried Chicken,1,28.21,28.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Korean Iced Tea,Beverages,1,3.96,4.5,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Tteokbokki,Sides,1,13.75,12.5,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Soju (Fri-Sat),Beverages,1,13.2,12.0,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Fries,Sides,1,7.15,6.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,18pc Korean Fried Wings,Fried Chicken,1,35.75,32.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Bibimbap,Rice Bowls,1,19.25,17.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Coke,Beverages,1,3.85,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Bibimbap,Rice Bowls,1,17.33,17.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Spicy Pork Bowl,Rice Bowls,2,41.58,18.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,18pc Korean Fried Wings,Fried Chicken,2,71.5,32.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Tteokbokki,Sides,1,13.75,12.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,3,82.17,24.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Soju (Fri-Sat),Beverages,1,13.2,12.0,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,TK Boneless Chicken,Fried Chicken,2,62.7,28.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Kimchi Fried Rice,Rice Bowls,2,31.48,15.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Korean Iced Tea,Beverages,3,13.37,4.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Corn Cheese,Sides,1,9.25,9.9,DoorDash Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Tteokbokki,Sides,2,27.5,12.5,DoorDash Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Kimchi Fried Rice,Rice Bowls,1,14.87,15.9,DoorDash Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Bingsu,Desserts,1,13.09,11.9,DoorDash Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Custom Amount,Uncategorized,1,11.0,10.0,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Yangnyeom Chicken,Fried Chicken,3,85.8,26.0,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Fries,Sides,1,7.15,6.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,18pc Korean Fried Wings,Fried Chicken,2,71.5,32.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,1,27.39,24.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Kimchi Pancake,Sides,1,14.85,13.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Coke,Beverages,1,3.85,3.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,18pc Korean Fried Wings,Fried Chicken,3,107.25,32.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Kimchi Pancake,Sides,2,25.24,13.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Korean Iced Tea,Beverages,1,4.95,4.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,TK Boneless Chicken,Fried Chicken,2,62.7,28.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Bibimbap,Rice Bowls,2,32.73,17.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Soju (Fri-Sat),Beverages,1,13.2,12.0,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,2,54.78,24.9,Uber Eats Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Uber Eats Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,1,27.39,24.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Kimchi Pancake,Sides,2,29.7,13.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Korean Fried Wings,Fried Chicken,-1,-23.66,23.9,Register,Cash,Refund,Main Branch,Hobart,0.0
2026-06-06,Bibimbap,Rice Bowls,-1,-16.37,17.5,Register,Cash,Refund,Main Branch,Hobart,0.0
2026-06-06,Bulgogi Beef Bowl,Rice Bowls,2,42.9,19.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,Bibimbap,Rice Bowls,1,19.25,17.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Fries,Sides,1,7.15,6.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,18pc Korean Fried Wings,Fried Chicken,1,35.75,32.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Tteokbokki,Sides,1,13.75,12.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Coke,Beverages,3,9.82,3.5,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,12pc Boneless Chicken,Fried Chicken,1,27.39,24.9,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Soju (Fri-Sat),Beverages,1,13.2,12.0,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-06,Yangnyeom Chicken,Fried Chicken,1,28.6,26.0,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-06,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Sprite,Beverages,2,6.55,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Tteokbokki,Sides,1,13.75,12.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Corn Cheese,Sides,2,21.78,9.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Kimchi Fried Rice,Rice Bowls,2,34.98,15.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,12pc Boneless Chicken,Fried Chicken,1,27.39,24.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,1,3.85,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,1,3.85,3.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Kimchi Pancake,Sides,1,12.63,13.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Fries,Sides,2,14.3,6.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Fries,Sides,1,7.15,6.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,2,53.3,28.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Fries,Sides,2,14.3,6.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,12pc Korean Fried Wings,Fried Chicken,1,22.35,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Spicy Pork Bowl,Rice Bowls,-1,-20.79,18.9,DoorDash,Card,Refund,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,2,62.7,28.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,2,7.7,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,18pc Korean Fried Wings,Fried Chicken,2,71.5,32.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,1,3.85,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Kimchi Pancake,Sides,1,13.37,13.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,18pc Korean Fried Wings,Fried Chicken,2,71.5,32.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,12pc Korean Fried Wings,Fried Chicken,3,78.87,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,12pc Korean Fried Wings,Fried Chicken,2,44.69,23.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Yangnyeom Chicken,Fried Chicken,2,57.2,26.0,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Bulgogi Beef Bowl,Rice Bowls,2,42.9,19.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,18pc Korean Fried Wings,Fried Chicken,2,71.5,32.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Korean Iced Tea,Beverages,1,4.95,4.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,18pc Korean Fried Wings,Fried Chicken,1,35.75,32.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Tteokbokki,Sides,1,13.75,12.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Bulgogi Beef Bowl,Rice Bowls,2,42.9,19.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Bibimbap,Rice Bowls,1,15.4,17.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,2,62.7,28.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Bulgogi Beef Bowl,Rice Bowls,2,42.9,19.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,1,28.21,28.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Tteokbokki,Sides,1,13.75,12.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Kimchi Fried Rice,Rice Bowls,1,17.49,15.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Kimchi Fried Rice,Rice Bowls,1,17.49,15.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Kimchi Fried Rice,Rice Bowls,1,17.49,15.9,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Yangnyeom Chicken,Fried Chicken,1,22.88,26.0,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Corn Cheese,Sides,1,10.89,9.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Kimchi Fried Rice,Rice Bowls,1,17.49,15.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,1,3.85,3.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Korean Iced Tea,Beverages,2,9.9,4.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Fries,Sides,1,6.08,6.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Soju (Fri-Sat),Beverages,1,10.56,12.0,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Fries,Sides,1,7.15,6.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,1,3.47,3.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,2,7.7,3.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,6pc Boneless Chicken,Fried Chicken,2,31.9,14.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Sprite,Beverages,3,11.55,3.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Tteokbokki,Sides,2,27.5,12.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,18pc Korean Fried Wings,Fried Chicken,1,35.75,32.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Sprite,Beverages,1,3.85,3.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Fries,Sides,2,14.3,6.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Soju (Fri-Sat),Beverages,1,13.2,12.0,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Custom Amount,Uncategorized,2,22.0,10.0,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,6pc Boneless Chicken,Fried Chicken,2,31.9,14.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Sprite,Beverages,2,7.7,3.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Tteokbokki,Sides,1,13.75,12.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Coke,Beverages,3,11.55,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,6pc Boneless Chicken,Fried Chicken,1,12.76,14.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-07,Sprite,Beverages,2,7.7,3.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-07,Sprite,Beverages,2,7.7,3.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Sprite,Beverages,2,7.7,3.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Bulgogi Beef Bowl,Rice Bowls,2,42.9,19.5,Uber Eats Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,Fries,Sides,2,14.3,6.5,Uber Eats Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,Coke,Beverages,1,3.85,3.5,Uber Eats Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,Yangnyeom Chicken,Fried Chicken,2,57.2,26.0,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Uber Eats Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Coke,Beverages,2,6.55,3.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Soju (Fri-Sat),Beverages,3,33.66,12.0,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Tteokbokki,Sides,1,12.37,12.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Bibimbap,Rice Bowls,3,57.75,17.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Coke,Beverages,3,11.55,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Fries,Sides,1,7.15,6.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,TK Boneless Chicken,Fried Chicken,2,62.7,28.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Korean Iced Tea,Beverages,1,4.2,4.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,Uber Eats Pickup,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,12pc Korean Fried Wings,Fried Chicken,2,52.58,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Sprite,Beverages,2,7.7,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Coke,Beverages,1,3.85,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Coke,Beverages,3,11.55,3.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Bingsu,Desserts,1,13.09,11.9,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,12pc Korean Fried Wings,Fried Chicken,2,52.58,23.9,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Corn Cheese,Sides,1,10.89,9.9,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Yangnyeom Chicken,Fried Chicken,1,22.88,26.0,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,6pc Boneless Chicken,Fried Chicken,2,31.9,14.5,Uber Eats Pickup,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,12pc Korean Fried Wings,Fried Chicken,2,52.58,23.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,Korean Iced Tea,Beverages,1,4.95,4.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Kimchi Fried Rice,Rice Bowls,1,14.87,15.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Tteokbokki,Sides,1,13.75,12.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,18pc Korean Fried Wings,Fried Chicken,1,35.75,32.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Kimchi Fried Rice,Rice Bowls,1,15.74,15.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,Bingsu,Desserts,1,13.09,11.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-08,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Bingsu,Desserts,1,13.09,11.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Custom Amount,Uncategorized,2,22.0,10.0,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Fries,Sides,1,7.15,6.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-08,Bibimbap,Rice Bowls,3,46.2,17.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Boneless Chicken,Fried Chicken,2,54.78,24.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Corn Cheese,Sides,1,9.8,9.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Corn Cheese,Sides,1,10.89,9.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Coke,Beverages,1,3.85,3.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-09,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-09,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Coke,Beverages,1,3.85,3.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Yangnyeom Chicken,Fried Chicken,1,28.6,26.0,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Kimchi Pancake,Sides,1,14.85,13.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,TK Boneless Chicken,Fried Chicken,1,31.35,28.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Spicy Pork Bowl,Rice Bowls,1,20.79,18.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Bulgogi Beef Bowl,Rice Bowls,1,21.45,19.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Korean Fried Wings,Fried Chicken,1,22.35,23.9,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Coke,Beverages,1,3.47,3.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,18pc Korean Fried Wings,Fried Chicken,1,30.38,32.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,18pc Korean Fried Wings,Fried Chicken,3,91.17,32.5,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Spicy Pork Bowl,Rice Bowls,2,41.58,18.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Fries,Sides,2,14.3,6.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Tteokbokki,Sides,1,13.75,12.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Fries,Sides,1,7.15,6.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Kimchi Fried Rice,Rice Bowls,1,17.49,15.9,Square Online,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,18pc Korean Fried Wings,Fried Chicken,1,35.75,32.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Tteokbokki,Sides,1,12.37,12.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Soju (Fri-Sat),Beverages,1,13.2,12.0,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Fries,Sides,1,7.15,6.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Soju (Fri-Sat),Beverages,3,39.6,12.0,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Kimchi Pancake,Sides,3,44.55,13.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Coke,Beverages,2,7.7,3.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Bulgogi Beef Bowl,Rice Bowls,2,42.9,19.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-09,Korean Iced Tea,Beverages,1,4.95,4.5,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-09,Fries,Sides,3,21.45,6.5,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,Bulgogi Beef Bowl,Rice Bowls,2,42.9,19.5,DoorDash,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Register,Card,Payment,Main Branch,Hobart,0.0
2026-06-09,6pc Boneless Chicken,Fried Chicken,1,15.95,14.5,Uber Eats,Card,Payment,Main Branch,Hobart,0.0
2026-06-10,12pc Korean Fried Wings,Fried Chicken,1,26.29,23.9,Register,Cash,Payment,Main Branch,Hobart,0.0
2026-06-10,Coke,Beverages,2,6.55,3.5,Register,Cash,Payment,Main Branch,Hobart,0.0
